,station_id,contract_name,station_name,station_address,has_payment_terminal,is_bonus_station,station_status,last_update,is_connected,allows_overflow,shape,overflowStands,position_latitude,position_longitude,totalStands_capacity,totalStands_availabilities.bikes,totalStands_availabilities.stands,totalStands_availabilities.mechanicalBikes,total_electrical_bikes,total_internal_battery_bikes,total_removable_battery_bikes,main_stand_capacity,main_stand_available_bikes,main_stand_available_stands,main_stand_mechanical_bikes,main_stand_electrical_bikes,main_stand_internal_battery_bikes,main_stand_removable_battery_bikes
5930,89,dublin,FITZWILLIAM SQUARE EAST,Fitzwilliam Square East,False,False,OPEN,2024-12-28 07:48:31,True,False,,,53.335211,-6.2509,40,22,17,12,10,0,10,40,22,17,12,10,0,10
5931,57,dublin,GRATTAN STREET,Grattan Street,False,False,OPEN,2024-12-28 07:39:16,True,False,,,53.339629,-6.243778,23,5,18,4,1,0,1,23,5,18,4,1,0,1
5932,80,dublin,ST JAMES HOSPITAL (LUAS),St James Hospital (Luas),False,False,OPEN,2024-12-28 07:41:38,True,False,,,53.341359,-6.292951,40,2,38,2,0,0,0,40,2,38,2,0,0,0
5933,41,dublin,HARCOURT TERRACE,Harcourt Terrace,False,False,OPEN,2024-12-28 07:47:57,True,False,,,53.332763,-6.257942,20,1,19,1,0,0,0,20,1,19,1,0,0,0
5934,3,dublin,BOLTON STREET,Bolton Street,False,False,OPEN,2024-12-28 07:47:40,True,False,,,53.351182,-6.269859,20,5,15,5,0,0,0,20,5,15,5,0,0,0
5935,40,dublin,JERVIS STREET,Jervis Street,False,False,OPEN,2024-12-28 07:41:19,True,False,,,53.3483,-6.266651,21,11,10,7,4,0,4,21,11,10,7,4,0,4
5936,29,dublin,ORMOND QUAY UPPER,Ormond Quay Upper,False,False,OPEN,2024-12-28 07:41:56,True,False,,,53.346057,-6.268001,29,29,0,16,13,0,13,29,29,0,16,13,0,13
5937,103,dublin,GRANGEGORMAN LOWER (SOUTH),Grangegorman Lower (South),False,False,OPEN,2024-12-28 07:40:03,True,False,,,53.354663,-6.278681,40,0,40,0,0,0,0,40,0,40,0,0,0,0
5938,28,dublin,MOUNTJOY SQUARE WEST,Mountjoy Square West,False,False,OPEN,2024-12-28 07:39:30,True,False,,,53.356299,-6.258586,30,1,29,1,0,0,0,30,1,29,1,0,0,0
5939,39,dublin,WILTON TERRACE,Wilton Terrace,False,False,OPEN,2024-12-28 07:41:13,True,False,,,53.332383,-6.252717,20,2,18,0,2,0,2,20,2,18,0,2,0,2
5940,83,dublin,EMMET ROAD,Emmet Road,False,False,OPEN,2024-12-28 07:40:49,True,False,,,53.340714,-6.308191,40,11,28,9,2,0,2,40,11,28,9,2,0,2
5941,92,dublin,HEUSTON BRIDGE (NORTH),Heuston Bridge (North),False,False,OPEN,2024-12-28 07:48:32,True,False,,,53.347802,-6.292432,40,39,1,29,10,0,10,40,39,1,29,10,0,10
5942,21,dublin,LEINSTER STREET SOUTH,Leinster Street South,False,False,OPEN,2024-12-28 07:48:32,True,False,,,53.34218,-6.254485,30,2,28,2,0,0,0,30,2,28,2,0,0,0
5943,88,dublin,BLACKHALL PLACE,Blackhall Place,False,False,OPEN,2024-12-28 07:39:28,True,False,,,53.3488,-6.281637,30,4,26,1,3,0,3,30,4,26,1,3,0,3
5944,42,dublin,SMITHFIELD NORTH,Smithfield North,False,False,OPEN,2024-12-28 07:59:25,True,False,,,53.349562,-6.278198,30,8,22,5,3,0,3,30,8,22,5,3,0,3
5945,30,dublin,PARNELL SQUARE NORTH,Parnell Square North,False,False,OPEN,2024-12-28 08:02:32,True,False,,,53.3537415547453,-6.26530144781526,20,6,14,4,2,0,2,20,6,14,4,2,0,2
5946,54,dublin,CLONMEL STREET,Clonmel Street,False,False,OPEN,2024-12-28 08:08:33,True,False,,,53.336021,-6.26298,33,15,18,5,10,0,10,33,15,18,5,10,0,10
5947,108,dublin,AVONDALE ROAD,Avondale Road,False,False,OPEN,2024-12-28 07:59:48,True,False,,,53.359405,-6.276142,35,15,20,11,4,0,4,35,15,20,11,4,0,4
5948,20,dublin,JAMES STREET EAST,James Street East,False,False,OPEN,2024-12-28 08:02:21,True,False,,,53.336597,-6.248109,30,2,28,2,0,0,0,30,2,28,2,0,0,0
5949,56,dublin,MOUNT STREET LOWER,Mount Street Lower,False,False,OPEN,2024-12-28 08:08:24,True,False,,,53.33796,-6.24153,40,23,15,10,13,0,13,40,23,15,10,13,0,13
5950,6,dublin,CHRISTCHURCH PLACE,Christchurch Place,False,False,OPEN,2024-12-28 08:08:37,True,False,,,53.343368,-6.27012,20,3,17,1,2,0,2,20,3,17,1,2,0,2
5951,18,dublin,GRANTHAM STREET,Grantham Street,False,False,OPEN,2024-12-28 08:04:59,True,False,,,53.334123,-6.265436,30,11,19,3,8,0,8,30,11,19,3,8,0,8
5952,32,dublin,PEARSE STREET,Pearse Street,False,False,OPEN,2024-12-28 08:08:31,True,False,,,53.344304,-6.250427,30,20,8,14,6,0,6,30,20,8,14,6,0,6
5953,52,dublin,YORK STREET EAST,York Street East,False,False,OPEN,2024-12-28 07:59:39,True,False,,,53.338755,-6.262003,32,28,4,18,10,0,10,32,28,4,18,10,0,10
5954,48,dublin,EXCISE WALK,Excise Walk,False,False,OPEN,2024-12-28 07:59:42,True,False,,,53.347777,-6.244239,40,2,38,0,2,0,2,40,2,38,0,2,0,2
5955,13,dublin,FITZWILLIAM SQUARE WEST,Fitzwilliam Square West,False,False,OPEN,2024-12-28 08:00:18,True,False,,,53.336074,-6.252825,30,27,3,11,16,0,16,30,27,3,11,16,0,16
5956,43,dublin,PORTOBELLO ROAD,Portobello Road,False,False,OPEN,2024-12-28 08:03:35,True,False,,,53.330091,-6.268044,30,7,23,4,3,0,3,30,7,23,4,3,0,3
5957,31,dublin,PARNELL STREET,Parnell Street,False,False,OPEN,2024-12-28 08:08:15,True,False,,,53.350929,-6.265125,20,17,1,12,5,0,5,20,17,1,12,5,0,5
5958,98,dublin,FREDERICK STREET SOUTH,Frederick Street South,False,False,OPEN,2024-12-28 08:00:57,True,False,,,53.341515,-6.256853,40,19,21,9,10,0,10,40,19,21,9,10,0,10
5959,14,dublin,FOWNES STREET UPPER,Fownes Street Upper,False,False,OPEN,2024-12-28 08:01:35,True,False,,,53.344603,-6.263371,30,11,19,6,5,0,5,30,11,19,6,5,0,5
5960,1,dublin,CLARENDON ROW,Clarendon Row,False,False,OPEN,2024-12-28 08:01:07,True,False,,,53.340927,-6.262501,31,30,1,20,10,0,10,31,30,1,20,10,0,10
5961,23,dublin,CUSTOM HOUSE,Custom House,False,False,OPEN,2024-12-28 08:00:13,True,False,,,53.348279,-6.254662,30,18,12,8,10,0,10,30,18,12,8,10,0,10
5962,106,dublin,RATHDOWN ROAD,Rathdown Road,False,False,OPEN,2024-12-28 07:58:58,True,False,,,53.35893,-6.280337,40,0,40,0,0,0,0,40,0,40,0,0,0,0
5963,112,dublin,NORTH CIRCULAR ROAD (O'CONNELL'S),North Circular Road (O'Connell's),False,False,OPEN,2024-12-28 08:01:24,True,False,,,53.357841,-6.251557,30,3,27,2,1,0,1,30,3,27,2,1,0,1
5964,68,dublin,HANOVER QUAY,Hanover Quay,False,False,OPEN,2024-12-28 08:02:18,True,False,,,53.344115,-6.237153,40,29,11,19,10,0,10,40,29,11,19,10,0,10
5965,74,dublin,OLIVER BOND STREET,Oliver Bond Street,False,False,OPEN,2024-12-28 08:01:15,True,False,,,53.343893,-6.280531,30,22,8,17,5,0,5,30,22,8,17,5,0,5
5966,87,dublin,COLLINS BARRACKS MUSEUM,Collins Barracks Museum,False,False,OPEN,2024-12-28 08:01:30,True,False,,,53.347477,-6.28525,38,23,15,13,10,0,10,38,23,15,13,10,0,10
5967,84,dublin,BROOKFIELD ROAD,Brookfield Road,False,False,OPEN,2024-12-28 08:01:22,True,False,,,53.339005,-6.300217,30,12,17,7,5,0,5,30,12,17,7,5,0,5
5968,90,dublin,BENSON STREET,Benson Street,False,False,OPEN,2024-12-28 08:02:26,True,False,,,53.344153,-6.233451,40,9,31,7,2,0,2,40,9,31,7,2,0,2
5969,11,dublin,EARLSFORT TERRACE,Earlsfort Terrace,False,False,OPEN,2024-12-28 08:08:19,True,False,,,53.334295,-6.258503,30,17,13,13,4,0,4,30,17,13,13,4,0,4
5970,17,dublin,GOLDEN LANE,Golden Lane,False,False,OPEN,2024-12-28 07:59:00,True,False,,,53.340803,-6.267732,20,14,5,4,10,0,10,20,14,5,4,10,0,10
5971,45,dublin,DEVERELL PLACE,Deverell Place,False,False,OPEN,2024-12-28 08:02:10,True,False,,,53.351464,-6.255265,30,13,17,7,6,0,6,30,13,17,7,6,0,6
5972,114,dublin,WILTON TERRACE (PARK),Wilton Terrace (Park),False,False,OPEN,2024-12-28 08:05:16,True,False,,,53.333653,-6.248345,40,0,40,0,0,0,0,40,0,40,0,0,0,0
5973,72,dublin,JOHN STREET WEST,John Street West,False,False,OPEN,2024-12-28 08:00:10,True,False,,,53.343105,-6.277167,31,0,31,0,0,0,0,31,0,31,0,0,0,0
5974,63,dublin,FENIAN STREET,Fenian Street,False,False,OPEN,2024-12-28 08:01:40,True,False,,,53.341428,-6.24672,35,20,15,10,10,0,10,35,20,15,10,10,0,10
5975,113,dublin,MERRION SQUARE SOUTH,Merrion Square South,False,False,OPEN,2024-12-28 08:00:34,True,False,,,53.338614,-6.248606,40,6,23,5,1,0,1,40,6,23,5,1,0,1
5976,91,dublin,SOUTH DOCK ROAD,South Dock Road,False,False,OPEN,2024-12-28 08:08:20,True,False,,,53.341833,-6.231291,30,25,2,15,10,0,10,30,25,2,15,10,0,10
5977,99,dublin,CITY QUAY,City Quay,False,False,OPEN,2024-12-28 08:00:48,True,False,,,53.346637,-6.246154,30,18,12,9,9,0,9,30,18,12,9,9,0,9
5978,9,dublin,EXCHEQUER STREET,Exchequer Street,False,False,OPEN,2024-12-28 08:02:01,True,False,,,53.343034,-6.263578,24,14,10,4,10,0,10,24,14,10,4,10,0,10
5979,67,dublin,THE POINT,The Point,False,False,OPEN,2024-12-28 08:00:40,True,False,,,53.346867,-6.230852,40,20,20,10,10,0,10,40,20,20,10,10,0,10
5980,116,dublin,BROADSTONE,Broadstone,False,False,OPEN,2024-12-28 08:07:48,True,False,,,53.3547,-6.272314,30,17,13,6,11,0,11,30,17,13,6,11,0,11
5981,55,dublin,HATCH STREET,Hatch Street,False,False,OPEN,2024-12-28 08:02:21,True,False,,,53.33403,-6.260714,36,15,20,9,6,0,6,36,15,20,9,6,0,6
5982,62,dublin,LIME STREET,Lime Street,False,False,OPEN,2024-12-28 07:59:08,True,False,,,53.346026,-6.243576,40,16,24,5,11,0,11,40,16,24,5,11,0,11
5983,5,dublin,CHARLEMONT PLACE,Charlemont Street,False,False,OPEN,2024-12-28 08:02:07,True,False,,,53.330662,-6.260177,40,11,29,8,3,0,3,40,11,29,8,3,0,3
5984,97,dublin,KILMAINHAM GAOL,Kilmainham Gaol,False,False,OPEN,2024-12-28 07:58:55,True,False,,,53.342113,-6.310015,40,7,33,4,3,0,3,40,7,33,4,3,0,3
5985,61,dublin,HARDWICKE PLACE,Hardwicke Place,False,False,OPEN,2024-12-28 08:08:11,True,False,,,53.357043,-6.263232,25,0,25,0,0,0,0,25,0,25,0,0,0,0
5986,77,dublin,WOLFE TONE STREET,Wolfe Tone Street,False,False,OPEN,2024-12-28 07:59:30,True,False,,,53.348875,-6.267459,29,26,3,15,11,0,11,29,26,3,15,11,0,11
5987,73,dublin,FRANCIS STREET,Francis Street,False,False,OPEN,2024-12-28 08:00:27,True,False,,,53.342081,-6.275233,30,4,26,4,0,0,0,30,4,26,4,0,0,0
5988,4,dublin,GREEK STREET,Greek Street,False,False,OPEN,2024-12-28 08:01:31,True,False,,,53.346874,-6.272976,20,13,7,2,11,0,11,20,13,7,2,11,0,11
5989,49,dublin,GUILD STREET,Guild Street,False,False,OPEN,2024-12-28 08:08:05,True,False,,,53.347932,-6.240928,40,33,7,23,10,0,10,40,33,7,23,10,0,10
5990,19,dublin,HERBERT PLACE,Herbert Place,False,False,OPEN,2024-12-28 08:01:28,True,False,,,53.334432,-6.245575,30,10,20,7,3,0,3,30,10,20,7,3,0,3
5991,7,dublin,HIGH STREET,High Street,False,False,OPEN,2024-12-28 07:59:02,True,False,,,53.343565,-6.275071,29,0,29,0,0,0,0,29,0,29,0,0,0,0
5992,60,dublin,NORTH CIRCULAR ROAD,North Circular Road,False,False,OPEN,2024-12-28 08:08:35,True,False,,,53.359624,-6.260348,30,2,28,2,0,0,0,30,2,28,2,0,0,0
5993,102,dublin,WESTERN WAY,Western Way,False,False,OPEN,2024-12-28 08:06:10,True,False,,,53.354929,-6.269425,40,11,29,10,1,0,1,40,11,29,10,1,0,1
5994,38,dublin,TALBOT STREET,Talbot Street,False,False,OPEN,2024-12-28 08:00:25,True,False,,,53.350974,-6.25294,40,21,19,17,4,0,4,40,21,19,17,4,0,4
5995,53,dublin,NEWMAN HOUSE,Newman House,False,False,OPEN,2024-12-28 08:00:17,True,False,,,53.337132,-6.26059,40,11,29,11,0,0,0,40,11,29,11,0,0,0
5996,58,dublin,SIR PATRICK DUN'S,Sir Patrick's Dun,False,False,OPEN,2024-12-28 08:05:38,True,False,,,53.339218,-6.240642,40,19,21,16,3,0,3,40,19,21,16,3,0,3
5997,66,dublin,NEW CENTRAL BANK,New Central Bank,False,False,OPEN,2024-12-28 08:08:22,True,False,,,53.347122,-6.234749,40,5,35,0,5,0,5,40,5,35,0,5,0,5
5998,104,dublin,GRANGEGORMAN LOWER (CENTRAL),Grangegorman Lower (Central),False,False,OPEN,2024-12-28 08:01:25,True,False,,,53.355173,-6.278424,40,1,39,1,0,0,0,40,1,39,1,0,0,0
5999,101,dublin,KING STREET NORTH,King Street North,False,False,OPEN,2024-12-28 08:08:14,True,False,,,53.350291,-6.273507,30,10,20,7,3,0,3,30,10,20,7,3,0,3
6000,115,dublin,KILLARNEY STREET,Killarney Street,False,False,OPEN,2024-12-28 08:06:18,True,False,,,53.354845,-6.247579,30,24,6,15,9,0,9,30,24,6,15,9,0,9
6001,47,dublin,HERBERT STREET,Herbert Street,False,False,OPEN,2024-12-28 07:59:59,True,False,,,53.335742,-6.24551,40,3,37,1,2,0,2,40,3,37,1,2,0,2
6002,117,dublin,HANOVER QUAY EAST,Hanover Quay East,False,False,OPEN,2024-12-28 07:59:58,True,False,,,53.343653,-6.231755,40,6,34,2,4,0,4,40,6,34,2,4,0,4
6003,8,dublin,CUSTOM HOUSE QUAY,Custom House Quay,False,False,OPEN,2024-12-28 08:00:36,True,False,,,53.347884,-6.248048,30,21,9,14,7,0,7,30,21,9,14,7,0,7
6004,27,dublin,MOLESWORTH STREET,Molesworth Street,False,False,OPEN,2024-12-28 08:08:24,True,False,,,53.341288,-6.258117,20,5,15,3,2,0,2,20,5,15,3,2,0,2
6005,16,dublin,GEORGES QUAY,Georges Quay,False,False,OPEN,2024-12-28 08:07:24,True,False,,,53.347508,-6.252192,20,18,2,9,9,0,9,20,18,2,9,9,0,9
6006,96,dublin,KILMAINHAM LANE,Kilmainham Lane,False,False,OPEN,2024-12-28 08:07:25,True,False,,,53.341805,-6.305085,30,4,26,4,0,0,0,30,4,26,4,0,0,0
6007,82,dublin,MOUNT BROWN,Mount Brown,False,False,OPEN,2024-12-28 07:59:19,True,False,,,53.341645,-6.29719,22,11,11,2,9,0,9,22,11,11,2,9,0,9
6008,76,dublin,MARKET STREET SOUTH,Market Street South,False,False,OPEN,2024-12-28 08:07:48,True,False,,,53.342296,-6.287661,38,3,35,0,3,0,3,38,3,35,0,3,0,3
6009,71,dublin,KEVIN STREET,Kevin Street,False,False,OPEN,2024-12-28 08:08:47,True,False,,,53.337757,-6.267699,40,12,27,6,6,0,6,40,12,27,6,6,0,6
6010,79,dublin,ECCLES STREET EAST,Eccles Street East,False,False,OPEN,2024-12-28 08:00:56,True,False,,,53.358115,-6.265601,27,3,24,3,0,0,0,27,3,24,3,0,0,0
6011,69,dublin,GRAND CANAL DOCK,Grand Canal Dock,False,False,OPEN,2024-12-28 08:00:59,True,False,,,53.342638,-6.238695,40,38,0,24,14,0,14,40,38,0,24,14,0,14
6012,25,dublin,MERRION SQUARE EAST,Merrion Square East,False,False,OPEN,2024-12-28 08:05:41,True,False,,,53.339434,-6.246548,30,1,29,1,0,0,0,30,1,29,1,0,0,0
6013,51,dublin,YORK STREET WEST,York Street West,False,False,OPEN,2024-12-28 08:08:40,True,False,,,53.339334,-6.264699,40,0,0,0,0,0,0,40,0,0,0,0,0,0
6014,37,dublin,ST. STEPHEN'S GREEN SOUTH,St. Stephen's Green South,False,False,OPEN,2024-12-28 07:59:06,True,False,,,53.337494,-6.26199,30,17,13,10,7,0,7,30,17,13,10,7,0,7
6015,59,dublin,DENMARK STREET GREAT,Denmark Street Great,False,False,OPEN,2024-12-28 08:01:32,True,False,,,53.35561,-6.261397,20,0,20,0,0,0,0,20,0,20,0,0,0,0
6016,95,dublin,ROYAL HOSPITAL,Royal Hospital,False,False,OPEN,2024-12-28 08:02:21,True,False,,,53.343897,-6.29706,40,26,14,16,10,0,10,40,26,14,16,10,0,10
6017,94,dublin,HEUSTON STATION (CAR PARK),Heuston Station (Car Park),False,False,OPEN,2024-12-28 08:01:12,True,False,,,53.346985,-6.297804,40,10,30,10,0,0,0,40,10,30,10,0,0,0
6018,105,dublin,GRANGEGORMAN LOWER (NORTH),Grangegorman Lower (North),False,False,OPEN,2024-12-28 08:01:48,True,False,,,53.355954,-6.278378,36,3,33,2,1,0,1,36,3,33,2,1,0,1
6019,36,dublin,ST. STEPHEN'S GREEN EAST,St. Stephen's Green East,False,False,OPEN,2024-12-28 08:08:37,True,False,,,53.337824,-6.256035,40,17,23,8,9,0,9,40,17,23,8,9,0,9
6020,93,dublin,HEUSTON STATION (CENTRAL),Heuston Station (Central),False,False,OPEN,2024-12-28 07:59:11,True,False,,,53.346603,-6.296924,40,13,27,13,0,0,0,40,13,27,13,0,0,0
6021,22,dublin,TOWNSEND STREET,Townsend Street,False,False,OPEN,2024-12-28 07:59:30,True,False,,,53.345922,-6.254614,20,13,7,11,2,0,2,20,13,7,11,2,0,2
6022,50,dublin,GEORGES LANE,George's Lane,False,False,OPEN,2024-12-28 08:02:06,True,False,,,53.35023,-6.279696,40,7,31,5,2,0,2,40,7,31,5,2,0,2
6023,110,dublin,PHIBSBOROUGH ROAD,Phibsborough Road,False,False,OPEN,2024-12-28 08:06:11,True,False,,,53.356307,-6.273717,40,6,33,0,6,0,6,40,6,33,0,6,0,6
6024,12,dublin,ECCLES STREET,Eccles Street,False,False,OPEN,2024-12-28 08:05:48,True,False,,,53.359246,-6.269779,20,1,19,1,0,0,0,20,1,19,1,0,0,0
6025,34,dublin,PORTOBELLO HARBOUR,Portobello Harbour,False,False,OPEN,2024-12-28 08:00:10,True,False,,,53.330362,-6.265163,30,19,11,10,9,0,9,30,19,11,10,9,0,9
6026,78,dublin,MATER HOSPITAL,Mater Hospital,False,False,OPEN,2024-12-28 08:00:44,True,False,,,53.359967,-6.264828,40,2,38,1,1,0,1,40,2,38,1,1,0,1
6027,2,dublin,BLESSINGTON STREET,Blessington Street,False,False,OPEN,2024-12-28 08:08:49,True,False,,,53.356769,-6.26814,20,1,19,1,0,0,0,20,1,19,1,0,0,0
6028,75,dublin,JAMES STREET,James Street,False,False,OPEN,2024-12-28 08:01:46,True,False,,,53.343456,-6.287409,40,5,35,4,1,0,1,40,5,35,4,1,0,1
6029,111,dublin,MOUNTJOY SQUARE EAST,Mountjoy Square East,False,False,OPEN,2024-12-28 07:58:59,True,False,,,53.356717,-6.256359,40,0,40,0,0,0,0,40,0,40,0,0,0,0
6030,26,dublin,MERRION SQUARE WEST,Merrion Square West,False,False,OPEN,2024-12-28 07:59:04,True,False,,,53.339764,-6.251988,20,13,7,5,8,0,8,20,13,7,5,8,0,8
6031,65,dublin,CONVENTION CENTRE,Convention Centre,False,False,OPEN,2024-12-28 08:02:18,True,False,,,53.34744,-6.238523,40,11,29,9,2,0,2,40,11,29,9,2,0,2
6032,15,dublin,HARDWICKE STREET,Hardwicke Street,False,False,OPEN,2024-12-28 08:06:57,True,False,,,53.355473,-6.264423,16,0,16,0,0,0,0,16,0,16,0,0,0,0
6033,86,dublin,PARKGATE STREET,Parkgate Street,False,False,OPEN,2024-12-28 08:07:59,True,False,,,53.347972,-6.291804,38,33,5,3,30,0,30,38,33,5,3,30,0,30
6034,35,dublin,SMITHFIELD,Smithfield,False,False,OPEN,2024-12-28 08:06:37,True,False,,,53.347692,-6.278214,30,7,23,5,2,0,2,30,7,23,5,2,0,2
6035,10,dublin,DAME STREET,Dame Street,False,False,OPEN,2024-12-28 08:02:41,True,False,,,53.344007,-6.266802,16,13,3,11,2,0,2,16,13,3,11,2,0,2
6036,100,dublin,HEUSTON BRIDGE (SOUTH),Heuston Bridge (South),False,False,OPEN,2024-12-28 08:04:55,True,False,,,53.347106,-6.292041,25,17,8,8,9,0,9,25,17,8,8,9,0,9
6037,24,dublin,CATHAL BRUGHA STREET,Cathal Brugha Street,False,False,OPEN,2024-12-28 08:01:47,True,False,,,53.352149,-6.260533,20,15,5,12,3,0,3,20,15,5,12,3,0,3
6038,64,dublin,SANDWITH STREET,Sandwith Street,False,False,OPEN,2024-12-28 08:01:30,True,False,,,53.345203,-6.247163,40,22,18,18,4,0,4,40,22,18,18,4,0,4
6039,109,dublin,BUCKINGHAM STREET LOWER,Buckingham Street Lower,False,False,OPEN,2024-12-28 08:01:30,True,False,,,53.353331,-6.249319,29,12,17,3,9,0,9,29,12,17,3,9,0,9
6040,85,dublin,ROTHE ABBEY,Rothe Abbey,False,False,OPEN,2024-12-28 08:03:00,True,False,,,53.338776,-6.30395,35,28,5,15,13,0,13,35,28,5,15,13,0,13
6041,107,dublin,CHARLEVILLE ROAD,Charleville Road,False,False,OPEN,2024-12-28 07:59:23,True,False,,,53.359157,-6.281866,40,16,24,9,7,0,7,40,16,24,9,7,0,7
6042,33,dublin,PRINCES STREET / O'CONNELL STREET,Princes Street / O'Connell Street,False,False,OPEN,2024-12-28 08:05:02,True,False,,,53.349013,-6.260311,23,19,4,11,8,0,8,23,19,4,11,8,0,8
6043,44,dublin,UPPER SHERRARD STREET,Upper Sherrard Street,False,False,OPEN,2024-12-28 08:02:00,True,False,,,53.358437,-6.260641,30,6,24,6,0,0,0,30,6,24,6,0,0,0
6044,89,dublin,FITZWILLIAM SQUARE EAST,Fitzwilliam Square East,False,False,OPEN,2024-12-28 08:01:17,True,False,,,53.335211,-6.2509,40,22,17,12,10,0,10,40,22,17,12,10,0,10
6045,57,dublin,GRATTAN STREET,Grattan Street,False,False,OPEN,2024-12-28 07:59:24,True,False,,,53.339629,-6.243778,23,5,18,4,1,0,1,23,5,18,4,1,0,1
6046,80,dublin,ST JAMES HOSPITAL (LUAS),St James Hospital (Luas),False,False,OPEN,2024-12-28 08:04:34,True,False,,,53.341359,-6.292951,40,1,39,1,0,0,0,40,1,39,1,0,0,0
6047,41,dublin,HARCOURT TERRACE,Harcourt Terrace,False,False,OPEN,2024-12-28 08:08:07,True,False,,,53.332763,-6.257942,20,1,19,1,0,0,0,20,1,19,1,0,0,0
6048,3,dublin,BOLTON STREET,Bolton Street,False,False,OPEN,2024-12-28 08:00:07,True,False,,,53.351182,-6.269859,20,4,16,4,0,0,0,20,4,16,4,0,0,0
6049,40,dublin,JERVIS STREET,Jervis Street,False,False,OPEN,2024-12-28 08:02:01,True,False,,,53.3483,-6.266651,21,12,9,8,4,0,4,21,12,9,8,4,0,4
6050,29,dublin,ORMOND QUAY UPPER,Ormond Quay Upper,False,False,OPEN,2024-12-28 08:02:06,True,False,,,53.346057,-6.268001,29,29,0,16,13,0,13,29,29,0,16,13,0,13
6051,103,dublin,GRANGEGORMAN LOWER (SOUTH),Grangegorman Lower (South),False,False,OPEN,2024-12-28 08:00:11,True,False,,,53.354663,-6.278681,40,0,40,0,0,0,0,40,0,40,0,0,0,0
6052,28,dublin,MOUNTJOY SQUARE WEST,Mountjoy Square West,False,False,OPEN,2024-12-28 08:01:23,True,False,,,53.356299,-6.258586,30,2,28,2,0,0,0,30,2,28,2,0,0,0
6053,39,dublin,WILTON TERRACE,Wilton Terrace,False,False,OPEN,2024-12-28 08:01:23,True,False,,,53.332383,-6.252717,20,1,19,0,1,0,1,20,1,19,0,1,0,1
6054,83,dublin,EMMET ROAD,Emmet Road,False,False,OPEN,2024-12-28 08:06:50,True,False,,,53.340714,-6.308191,40,11,27,9,2,0,2,40,11,27,9,2,0,2
6055,92,dublin,HEUSTON BRIDGE (NORTH),Heuston Bridge (North),False,False,OPEN,2024-12-28 08:08:41,True,False,,,53.347802,-6.292432,40,38,1,29,9,0,9,40,38,1,29,9,0,9
6056,21,dublin,LEINSTER STREET SOUTH,Leinster Street South,False,False,OPEN,2024-12-28 08:08:41,True,False,,,53.34218,-6.254485,30,2,28,2,0,0,0,30,2,28,2,0,0,0
6057,88,dublin,BLACKHALL PLACE,Blackhall Place,False,False,OPEN,2024-12-28 07:59:39,True,False,,,53.3488,-6.281637,30,3,27,0,3,0,3,30,3,27,0,3,0,3
6058,42,dublin,SMITHFIELD NORTH,Smithfield North,False,False,OPEN,2024-12-28 08:19:36,True,False,,,53.349562,-6.278198,30,9,21,6,3,0,3,30,9,21,6,3,0,3
6059,30,dublin,PARNELL SQUARE NORTH,Parnell Square North,False,False,OPEN,2024-12-28 08:22:43,True,False,,,53.3537415547453,-6.26530144781526,20,6,14,4,2,0,2,20,6,14,4,2,0,2
6060,54,dublin,CLONMEL STREET,Clonmel Street,False,False,OPEN,2024-12-28 08:28:43,True,False,,,53.336021,-6.26298,33,15,18,5,10,0,10,33,15,18,5,10,0,10
6061,108,dublin,AVONDALE ROAD,Avondale Road,False,False,OPEN,2024-12-28 08:19:55,True,False,,,53.359405,-6.276142,35,15,20,11,4,0,4,35,15,20,11,4,0,4
6062,20,dublin,JAMES STREET EAST,James Street East,False,False,OPEN,2024-12-28 08:22:29,True,False,,,53.336597,-6.248109,30,2,28,2,0,0,0,30,2,28,2,0,0,0
6063,56,dublin,MOUNT STREET LOWER,Mount Street Lower,False,False,OPEN,2024-12-28 08:28:32,True,False,,,53.33796,-6.24153,40,24,14,11,13,0,13,40,24,14,11,13,0,13
6064,6,dublin,CHRISTCHURCH PLACE,Christchurch Place,False,False,OPEN,2024-12-28 08:28:45,True,False,,,53.343368,-6.27012,20,3,17,1,2,0,2,20,3,17,1,2,0,2
6065,18,dublin,GRANTHAM STREET,Grantham Street,False,False,OPEN,2024-12-28 08:21:12,True,False,,,53.334123,-6.265436,30,11,19,3,8,0,8,30,11,19,3,8,0,8
6066,32,dublin,PEARSE STREET,Pearse Street,False,False,OPEN,2024-12-28 08:28:39,True,False,,,53.344304,-6.250427,30,20,8,14,6,0,6,30,20,8,14,6,0,6
6067,52,dublin,YORK STREET EAST,York Street East,False,False,OPEN,2024-12-28 08:19:48,True,False,,,53.338755,-6.262003,32,28,4,18,10,0,10,32,28,4,18,10,0,10
6068,48,dublin,EXCISE WALK,Excise Walk,False,False,OPEN,2024-12-28 08:19:50,True,False,,,53.347777,-6.244239,40,2,38,0,2,0,2,40,2,38,0,2,0,2
6069,13,dublin,FITZWILLIAM SQUARE WEST,Fitzwilliam Square West,False,False,OPEN,2024-12-28 08:20:26,True,False,,,53.336074,-6.252825,30,27,3,11,16,0,16,30,27,3,11,16,0,16
6070,43,dublin,PORTOBELLO ROAD,Portobello Road,False,False,OPEN,2024-12-28 08:20:24,True,False,,,53.330091,-6.268044,30,7,23,4,3,0,3,30,7,23,4,3,0,3
